entry_id,entry_date,debit,credit,description,entry_type
346,2025-06-05,,8645.61,Credit Card Receivable to Customer Loan Account,PaymentProcessing
347,2025-06-07,3418.47,,Customer Account to Advisory Fee Income,FeeIncome
348,2025-06-07,,3418.47,Customer Account to Advisory Fee Income,FeeIncome
349,2025-06-11,18866.91,,Loan Loss Expense to Provision for Loan Losses,Provisioning
350,2025-06-11,,18866.91,Loan Loss Expense to Provision for Loan Losses,Provisioning
351,2025-06-10,18153.31,,Loan Loss Expense to Provision for Loan Losses,Provisioning
352,2025-06-10,,18153.31,Loan Loss Expense to Provision for Loan Losses,Provisioning
353,2025-06-09,6718.05,,Customer Account to Advisory Fee Income,FeeIncome
354,2025-06-09,,6718.05,Customer Account to Advisory Fee Income,FeeIncome
355,2025-06-04,6773.62,,Cash on Hand to Customer Deposit Account,CustomerTransaction
356,2025-06-04,,6773.62,Cash on Hand to Customer Deposit Account,CustomerTransaction
357,2025-06-10,15929.42,,Trading Securities to Settlement Payable,SecuritiesTrading
358,2025-06-10,,15929.42,Trading Securities to Settlement Payable,SecuritiesTrading
359,2025-06-08,7122.74,,Loan Loss Expense to Provision for Loan Losses,Provisioning
360,2025-06-08,,7122.74,Loan Loss Expense to Provision for Loan Losses,Provisioning
361,2025-06-09,13836.92,,Trading Securities to Settlement Payable,SecuritiesTrading
362,2025-06-09,,13836.92,Trading Securities to Settlement Payable,SecuritiesTrading
363,2025-06-13,16080.97,,Trading Securities to Settlement Payable,SecuritiesTrading
364,2025-06-13,,16080.97,Trading Securities to Settlement Payable,SecuritiesTrading
365,2025-06-02,4224.14,,Loan Loss Expense to Provision for Loan Losses,Provisioning
366,2025-06-02,,4224.14,Loan Loss Expense to Provision for Loan Losses,Provisioning
367,2025-06-11,10793.59,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
368,2025-06-11,,10793.59,Credit Card Receivable to Customer Loan Account,PaymentProcessing
369,2025-06-14,7368.58,,Customer Account to Advisory Fee Income,FeeIncome
370,2025-06-14,,7368.58,Customer Account to Advisory Fee Income,FeeIncome
371,2025-06-04,13783.12,,Interest Receivable to Interest Income,InterestAccrual
372,2025-06-04,,13783.12,Interest Receivable to Interest Income,InterestAccrual
373,2025-06-01,3799.73,,Interest Receivable to Interest Income,InterestAccrual
374,2025-06-01,,3799.73,Interest Receivable to Interest Income,InterestAccrual
375,2025-06-10,19694.78,,Interest Receivable to Interest Income,InterestAccrual
376,2025-06-10,,19694.78,Interest Receivable to Interest Income,InterestAccrual
377,2025-06-15,9652.91,,Cash on Hand to Customer Deposit Account,CustomerTransaction
378,2025-06-15,,9652.91,Cash on Hand to Customer Deposit Account,CustomerTransaction
379,2025-06-12,11937.75,,Loan Loss Expense to Provision for Loan Losses,Provisioning
380,2025-06-12,,11937.75,Loan Loss Expense to Provision for Loan Losses,Provisioning
381,2025-06-07,8295.59,,Loan Loss Expense to Provision for Loan Losses,Provisioning
382,2025-06-07,,8295.59,Loan Loss Expense to Provision for Loan Losses,Provisioning
383,2025-06-12,3803.86,,Interest Receivable to Interest Income,InterestAccrual
384,2025-06-12,,3803.86,Interest Receivable to Interest Income,InterestAccrual
385,2025-06-14,17960.54,,Cash on Hand to Customer Deposit Account,CustomerTransaction
386,2025-06-14,,17960.54,Cash on Hand to Customer Deposit Account,CustomerTransaction
387,2025-06-04,15789.99,,Cash on Hand to Customer Deposit Account,CustomerTransaction
388,2025-06-04,,15789.99,Cash on Hand to Customer Deposit Account,CustomerTransaction
389,2025-06-12,16278.09,,Interest Receivable to Interest Income,InterestAccrual
390,2025-06-12,,16278.09,Interest Receivable to Interest Income,InterestAccrual
391,2025-06-09,9826.45,,Customer Account to Advisory Fee Income,FeeIncome
392,2025-06-09,,9826.45,Customer Account to Advisory Fee Income,FeeIncome
393,2025-06-02,18431.93,,Interest Receivable to Interest Income,InterestAccrual
394,2025-06-02,,18431.93,Interest Receivable to Interest Income,InterestAccrual
395,2025-06-08,3533.44,,Trading Securities to Settlement Payable,SecuritiesTrading
396,2025-06-08,,3533.44,Trading Securities to Settlement Payable,SecuritiesTrading
397,2025-06-09,11091.51,,Loan Loss Expense to Provision for Loan Losses,Provisioning
398,2025-06-09,,11091.51,Loan Loss Expense to Provision for Loan Losses,Provisioning
399,2025-06-13,7028.66,,Customer Account to Advisory Fee Income,FeeIncome
400,2025-06-13,,7028.66,Customer Account to Advisory Fee Income,FeeIncome
401,2025-06-12,12640.39,,Trading Securities to Settlement Payable,SecuritiesTrading
402,2025-06-12,,12640.39,Trading Securities to Settlement Payable,SecuritiesTrading
403,2025-06-15,9108.07,,Customer Account to Advisory Fee Income,FeeIncome
404,2025-06-15,,9108.07,Customer Account to Advisory Fee Income,FeeIncome
405,2025-06-03,9472.36,,Customer Account to Advisory Fee Income,FeeIncome
406,2025-06-03,,9472.36,Customer Account to Advisory Fee Income,FeeIncome
407,2025-06-08,17368.4,,Loan Loss Expense to Provision for Loan Losses,Provisioning
408,2025-06-08,,17368.4,Loan Loss Expense to Provision for Loan Losses,Provisioning
409,2025-06-14,15283.76,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
410,2025-06-14,,15283.76,Credit Card Receivable to Customer Loan Account,PaymentProcessing
411,2025-06-13,6268.92,,Loan Loss Expense to Provision for Loan Losses,Provisioning
412,2025-06-13,,6268.92,Loan Loss Expense to Provision for Loan Losses,Provisioning
413,2025-06-04,10207.34,,Customer Account to Advisory Fee Income,FeeIncome
414,2025-06-04,,10207.34,Customer Account to Advisory Fee Income,FeeIncome
415,2025-06-12,9357.58,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
416,2025-06-12,,9357.58,Credit Card Receivable to Customer Loan Account,PaymentProcessing
417,2025-06-06,5455.38,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
418,2025-06-06,,5455.38,Credit Card Receivable to Customer Loan Account,PaymentProcessing
419,2025-06-02,17967.51,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
420,2025-06-02,,17967.51,Credit Card Receivable to Customer Loan Account,PaymentProcessing
421,2025-06-07,3865.78,,Interest Receivable to Interest Income,InterestAccrual
422,2025-06-07,,3865.78,Interest Receivable to Interest Income,InterestAccrual
423,2025-06-04,3903.3,,Loan Loss Expense to Provision for Loan Losses,Provisioning
424,2025-06-04,,3903.3,Loan Loss Expense to Provision for Loan Losses,Provisioning
425,2025-06-06,8882.49,,Cash on Hand to Customer Deposit Account,CustomerTransaction
426,2025-06-06,,8882.49,Cash on Hand to Customer Deposit Account,CustomerTransaction
427,2025-06-01,9852.56,,Customer Account to Advisory Fee Income,FeeIncome
428,2025-06-01,,9852.56,Customer Account to Advisory Fee Income,FeeIncome
429,2025-06-07,16824.93,,Interest Receivable to Interest Income,InterestAccrual
430,2025-06-07,,16824.93,Interest Receivable to Interest Income,InterestAccrual
431,2025-06-01,18975.18,,Customer Account to Advisory Fee Income,FeeIncome
432,2025-06-01,,18975.18,Customer Account to Advisory Fee Income,FeeIncome
433,2025-06-01,8227.24,,Customer Account to Advisory Fee Income,FeeIncome
434,2025-06-01,,8227.24,Customer Account to Advisory Fee Income,FeeIncome
435,2025-06-07,6673.64,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
436,2025-06-07,,6673.64,Credit Card Receivable to Customer Loan Account,PaymentProcessing
437,2025-06-12,11226.19,,Trading Securities to Settlement Payable,SecuritiesTrading
438,2025-06-12,,11226.19,Trading Securities to Settlement Payable,SecuritiesTrading
439,2025-06-15,16197.5,,Customer Account to Advisory Fee Income,FeeIncome
440,2025-06-15,,16197.5,Customer Account to Advisory Fee Income,FeeIncome
441,2025-06-05,10276.36,,Interest Receivable to Interest Income,InterestAccrual
442,2025-06-05,,10276.36,Interest Receivable to Interest Income,InterestAccrual
443,2025-06-07,10227.2,,Trading Securities to Settlement Payable,SecuritiesTrading
444,2025-06-07,,10227.2,Trading Securities to Settlement Payable,SecuritiesTrading
445,2025-06-13,13708.6,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
446,2025-06-13,,13708.6,Credit Card Receivable to Customer Loan Account,PaymentProcessing
447,2025-06-14,14759.45,,Trading Securities to Settlement Payable,SecuritiesTrading
448,2025-06-14,,14759.45,Trading Securities to Settlement Payable,SecuritiesTrading
449,2025-06-10,18471.29,,Trading Securities to Settlement Payable,SecuritiesTrading
450,2025-06-10,,18471.29,Trading Securities to Settlement Payable,SecuritiesTrading
451,2025-06-07,1512.36,,Customer Account to Advisory Fee Income,FeeIncome
452,2025-06-07,,1512.36,Customer Account to Advisory Fee Income,FeeIncome
453,2025-06-01,11723.45,,Customer Account to Advisory Fee Income,FeeIncome
454,2025-06-01,,11723.45,Customer Account to Advisory Fee Income,FeeIncome
455,2025-06-03,13212.24,,Cash on Hand to Customer Deposit Account,CustomerTransaction
456,2025-06-03,,13212.24,Cash on Hand to Customer Deposit Account,CustomerTransaction
457,2025-06-05,4452.85,,Trading Securities to Settlement Payable,SecuritiesTrading
458,2025-06-05,,4452.85,Trading Securities to Settlement Payable,SecuritiesTrading
459,2025-06-08,7219.7,,Trading Securities to Settlement Payable,SecuritiesTrading
460,2025-06-08,,7219.7,Trading Securities to Settlement Payable,SecuritiesTrading
461,2025-06-15,7412.51,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
462,2025-06-15,,7412.51,Credit Card Receivable to Customer Loan Account,PaymentProcessing
463,2025-06-14,6286.88,,Trading Securities to Settlement Payable,SecuritiesTrading
464,2025-06-14,,6286.88,Trading Securities to Settlement Payable,SecuritiesTrading
465,2025-06-02,5793.16,,Trading Securities to Settlement Payable,SecuritiesTrading
466,2025-06-02,,5793.16,Trading Securities to Settlement Payable,SecuritiesTrading
467,2025-06-09,1368.28,,Trading Securities to Settlement Payable,SecuritiesTrading
468,2025-06-09,,1368.28,Trading Securities to Settlement Payable,SecuritiesTrading
469,2025-06-06,19998.25,,Cash on Hand to Customer Deposit Account,CustomerTransaction
470,2025-06-06,,19998.25,Cash on Hand to Customer Deposit Account,CustomerTransaction
471,2025-06-13,13352.74,,Interest Receivable to Interest Income,InterestAccrual
472,2025-06-13,,13352.74,Interest Receivable to Interest Income,InterestAccrual
473,2025-06-01,1764.9,,Loan Loss Expense to Provision for Loan Losses,Provisioning
474,2025-06-01,,1764.9,Loan Loss Expense to Provision for Loan Losses,Provisioning
475,2025-06-01,4787.85,,Interest Receivable to Interest Income,InterestAccrual
476,2025-06-01,,4787.85,Interest Receivable to Interest Income,InterestAccrual
477,2025-06-03,3895.26,,Customer Account to Advisory Fee Income,FeeIncome
478,2025-06-03,,3895.26,Customer Account to Advisory Fee Income,FeeIncome
479,2025-06-10,13719.72,,Trading Securities to Settlement Payable,SecuritiesTrading
480,2025-06-10,,13719.72,Trading Securities to Settlement Payable,SecuritiesTrading
481,2025-06-05,9835.65,,Interest Receivable to Interest Income,InterestAccrual
482,2025-06-05,,9835.65,Interest Receivable to Interest Income,InterestAccrual
483,2025-06-10,4187.99,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
484,2025-06-10,,4187.99,Credit Card Receivable to Customer Loan Account,PaymentProcessing
485,2025-06-13,14648.79,,Loan Loss Expense to Provision for Loan Losses,Provisioning
486,2025-06-13,,14648.79,Loan Loss Expense to Provision for Loan Losses,Provisioning
487,2025-06-02,19329.69,,Interest Receivable to Interest Income,InterestAccrual
488,2025-06-02,,19329.69,Interest Receivable to Interest Income,InterestAccrual
489,2025-06-05,1487.89,,Customer Account to Advisory Fee Income,FeeIncome
490,2025-06-05,,1487.89,Customer Account to Advisory Fee Income,FeeIncome
491,2025-06-07,13869.6,,Customer Account to Advisory Fee Income,FeeIncome
492,2025-06-07,,13869.6,Customer Account to Advisory Fee Income,FeeIncome
493,2025-06-04,18887.94,,Trading Securities to Settlement Payable,SecuritiesTrading
494,2025-06-04,,18887.94,Trading Securities to Settlement Payable,SecuritiesTrading
495,2025-06-14,12249.86,,Cash on Hand to Customer Deposit Account,CustomerTransaction
496,2025-06-14,,12249.86,Cash on Hand to Customer Deposit Account,CustomerTransaction
497,2025-06-12,5614.14,,Loan Loss Expense to Provision for Loan Losses,Provisioning
498,2025-06-12,,5614.14,Loan Loss Expense to Provision for Loan Losses,Provisioning
499,2025-06-10,17155.57,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
500,2025-06-10,,17155.57,Credit Card Receivable to Customer Loan Account,PaymentProcessing
501,2025-06-10,16128.32,,Cash on Hand to Customer Deposit Account,CustomerTransaction
502,2025-06-10,,16128.32,Cash on Hand to Customer Deposit Account,CustomerTransaction
503,2025-06-07,7596.87,,Cash on Hand to Customer Deposit Account,CustomerTransaction
504,2025-06-07,,7596.87,Cash on Hand to Customer Deposit Account,CustomerTransaction
505,2025-06-09,8040.85,,Loan Loss Expense to Provision for Loan Losses,Provisioning
506,2025-06-09,,8040.85,Loan Loss Expense to Provision for Loan Losses,Provisioning
507,2025-06-14,7483.39,,Loan Loss Expense to Provision for Loan Losses,Provisioning
508,2025-06-14,,7483.39,Loan Loss Expense to Provision for Loan Losses,Provisioning
509,2025-06-02,16624.29,,Trading Securities to Settlement Payable,SecuritiesTrading
510,2025-06-02,,16624.29,Trading Securities to Settlement Payable,SecuritiesTrading
511,2025-06-11,19254.96,,Trading Securities to Settlement Payable,SecuritiesTrading
512,2025-06-11,,19254.96,Trading Securities to Settlement Payable,SecuritiesTrading
513,2025-06-07,14438.86,,Trading Securities to Settlement Payable,SecuritiesTrading
514,2025-06-07,,14438.86,Trading Securities to Settlement Payable,SecuritiesTrading
515,2025-06-11,14942.11,,Interest Receivable to Interest Income,InterestAccrual
516,2025-06-11,,14942.11,Interest Receivable to Interest Income,InterestAccrual
517,2025-06-15,12702.33,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
518,2025-06-15,,12702.33,Credit Card Receivable to Customer Loan Account,PaymentProcessing
519,2025-06-08,15718.19,,Customer Account to Advisory Fee Income,FeeIncome
520,2025-06-08,,15718.19,Customer Account to Advisory Fee Income,FeeIncome
521,2025-06-10,16688.96,,Trading Securities to Settlement Payable,SecuritiesTrading
522,2025-06-10,,16688.96,Trading Securities to Settlement Payable,SecuritiesTrading
523,2025-06-04,7123.79,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
524,2025-06-04,,7123.79,Credit Card Receivable to Customer Loan Account,PaymentProcessing
525,2025-06-08,6299.64,,Cash on Hand to Customer Deposit Account,CustomerTransaction
526,2025-06-08,,6299.64,Cash on Hand to Customer Deposit Account,CustomerTransaction
527,2025-06-10,15259.05,,Interest Receivable to Interest Income,InterestAccrual
528,2025-06-10,,15259.05,Interest Receivable to Interest Income,InterestAccrual
529,2025-06-06,13695.58,,Customer Account to Advisory Fee Income,FeeIncome
530,2025-06-06,,13695.58,Customer Account to Advisory Fee Income,FeeIncome
531,2025-06-06,10391.82,,Cash on Hand to Customer Deposit Account,CustomerTransaction
532,2025-06-06,,10391.82,Cash on Hand to Customer Deposit Account,CustomerTransaction
533,2025-06-06,10263.45,,Interest Receivable to Interest Income,InterestAccrual
534,2025-06-06,,10263.45,Interest Receivable to Interest Income,InterestAccrual
535,2025-06-15,7466.44,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
536,2025-06-15,,7466.44,Credit Card Receivable to Customer Loan Account,PaymentProcessing
537,2025-06-05,14322.49,,Customer Account to Advisory Fee Income,FeeIncome
538,2025-06-05,,14322.49,Customer Account to Advisory Fee Income,FeeIncome
539,2025-06-04,1192.87,,Customer Account to Advisory Fee Income,FeeIncome
540,2025-06-04,,1192.87,Customer Account to Advisory Fee Income,FeeIncome
541,2025-06-07,5585.76,,Cash on Hand to Customer Deposit Account,CustomerTransaction
542,2025-06-07,,5585.76,Cash on Hand to Customer Deposit Account,CustomerTransaction
543,2025-06-04,11548.35,,Trading Securities to Settlement Payable,SecuritiesTrading
544,2025-06-04,,11548.35,Trading Securities to Settlement Payable,SecuritiesTrading
545,2025-06-12,10045.77,,Loan Loss Expense to Provision for Loan Losses,Provisioning
546,2025-06-12,,10045.77,Loan Loss Expense to Provision for Loan Losses,Provisioning
547,2025-06-01,9515.32,,Trading Securities to Settlement Payable,SecuritiesTrading
548,2025-06-01,,9515.32,Trading Securities to Settlement Payable,SecuritiesTrading
549,2025-06-07,6590.48,,Cash on Hand to Customer Deposit Account,CustomerTransaction
550,2025-06-07,,6590.48,Cash on Hand to Customer Deposit Account,CustomerTransaction
551,2025-06-11,5622.8,,Loan Loss Expense to Provision for Loan Losses,Provisioning
552,2025-06-11,,5622.8,Loan Loss Expense to Provision for Loan Losses,Provisioning
553,2025-06-09,8011.39,,Customer Account to Advisory Fee Income,FeeIncome
554,2025-06-09,,8011.39,Customer Account to Advisory Fee Income,FeeIncome
555,2025-06-12,7531.39,,Customer Account to Advisory Fee Income,FeeIncome
556,2025-06-12,,7531.39,Customer Account to Advisory Fee Income,FeeIncome
557,2025-06-12,7285.03,,Customer Account to Advisory Fee Income,FeeIncome
558,2025-06-12,,7285.03,Customer Account to Advisory Fee Income,FeeIncome
559,2025-06-05,6147.41,,Trading Securities to Settlement Payable,SecuritiesTrading
560,2025-06-05,,6147.41,Trading Securities to Settlement Payable,SecuritiesTrading
561,2025-06-04,3292.46,,Interest Receivable to Interest Income,InterestAccrual
562,2025-06-04,,3292.46,Interest Receivable to Interest Income,InterestAccrual
563,2025-06-09,3271.54,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
564,2025-06-09,,3271.54,Credit Card Receivable to Customer Loan Account,PaymentProcessing
565,2025-06-04,4517.85,,Loan Loss Expense to Provision for Loan Losses,Provisioning
566,2025-06-04,,4517.85,Loan Loss Expense to Provision for Loan Losses,Provisioning
567,2025-06-12,10199.77,,Loan Loss Expense to Provision for Loan Losses,Provisioning
568,2025-06-12,,10199.77,Loan Loss Expense to Provision for Loan Losses,Provisioning
569,2025-06-09,19555.53,,Customer Account to Advisory Fee Income,FeeIncome
570,2025-06-09,,19555.53,Customer Account to Advisory Fee Income,FeeIncome
571,2025-06-02,6376.98,,Customer Account to Advisory Fee Income,FeeIncome
572,2025-06-02,,6376.98,Customer Account to Advisory Fee Income,FeeIncome
573,2025-06-06,6628.68,,Interest Receivable to Interest Income,InterestAccrual
574,2025-06-06,,6628.68,Interest Receivable to Interest Income,InterestAccrual
575,2025-06-12,6743.08,,Interest Receivable to Interest Income,InterestAccrual
576,2025-06-12,,6743.08,Interest Receivable to Interest Income,InterestAccrual
577,2025-06-01,3405.08,,Customer Account to Advisory Fee Income,FeeIncome
578,2025-06-01,,3405.08,Customer Account to Advisory Fee Income,FeeIncome
579,2025-06-12,11513.82,,Cash on Hand to Customer Deposit Account,CustomerTransaction
580,2025-06-12,,11513.82,Cash on Hand to Customer Deposit Account,CustomerTransaction
581,2025-06-13,13119.52,,Interest Receivable to Interest Income,InterestAccrual
582,2025-06-13,,13119.52,Interest Receivable to Interest Income,InterestAccrual
583,2025-06-01,2949.17,,Trading Securities to Settlement Payable,SecuritiesTrading
584,2025-06-01,,2949.17,Trading Securities to Settlement Payable,SecuritiesTrading
585,2025-06-08,6402.45,,Customer Account to Advisory Fee Income,FeeIncome
586,2025-06-08,,6402.45,Customer Account to Advisory Fee Income,FeeIncome
587,2025-06-01,7473.41,,Trading Securities to Settlement Payable,SecuritiesTrading
588,2025-06-01,,7473.41,Trading Securities to Settlement Payable,SecuritiesTrading
589,2025-06-08,18880.21,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
590,2025-06-08,,18880.21,Credit Card Receivable to Customer Loan Account,PaymentProcessing
591,2025-06-07,16620.2,,Cash on Hand to Customer Deposit Account,CustomerTransaction
592,2025-06-07,,16620.2,Cash on Hand to Customer Deposit Account,CustomerTransaction
593,2025-06-11,2407.56,,Trading Securities to Settlement Payable,SecuritiesTrading
594,2025-06-11,,2407.56,Trading Securities to Settlement Payable,SecuritiesTrading
595,2025-06-03,2018.57,,Loan Loss Expense to Provision for Loan Losses,Provisioning
596,2025-06-03,,2018.57,Loan Loss Expense to Provision for Loan Losses,Provisioning
597,2025-06-02,19033.39,,Customer Account to Advisory Fee Income,FeeIncome
598,2025-06-02,,19033.39,Customer Account to Advisory Fee Income,FeeIncome
599,2025-06-13,3250.58,,Interest Receivable to Interest Income,InterestAccrual
600,2025-06-13,,3250.58,Interest Receivable to Interest Income,InterestAccrual
601,2025-06-13,12520.04,,Trading Securities to Settlement Payable,SecuritiesTrading
602,2025-06-13,,12520.04,Trading Securities to Settlement Payable,SecuritiesTrading
603,2025-06-09,5288.06,,Customer Account to Advisory Fee Income,FeeIncome
604,2025-06-09,,5288.06,Customer Account to Advisory Fee Income,FeeIncome
605,2025-06-08,9559.77,,Trading Securities to Settlement Payable,SecuritiesTrading
606,2025-06-08,,9559.77,Trading Securities to Settlement Payable,SecuritiesTrading
607,2025-06-07,17343.17,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
608,2025-06-07,,17343.17,Credit Card Receivable to Customer Loan Account,PaymentProcessing
609,2025-06-01,11803.96,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
610,2025-06-01,,11803.96,Credit Card Receivable to Customer Loan Account,PaymentProcessing
611,2025-06-02,19242.07,,Customer Account to Advisory Fee Income,FeeIncome
612,2025-06-02,,19242.07,Customer Account to Advisory Fee Income,FeeIncome
613,2025-06-05,12884.79,,Interest Receivable to Interest Income,InterestAccrual
614,2025-06-05,,12884.79,Interest Receivable to Interest Income,InterestAccrual
615,2025-06-04,2542.56,,Loan Loss Expense to Provision for Loan Losses,Provisioning
616,2025-06-04,,2542.56,Loan Loss Expense to Provision for Loan Losses,Provisioning
617,2025-06-03,11487.85,,Interest Receivable to Interest Income,InterestAccrual
618,2025-06-03,,11487.85,Interest Receivable to Interest Income,InterestAccrual
619,2025-06-12,8761.83,,Cash on Hand to Customer Deposit Account,CustomerTransaction
620,2025-06-12,,8761.83,Cash on Hand to Customer Deposit Account,CustomerTransaction
621,2025-06-01,9928.34,,Customer Account to Advisory Fee Income,FeeIncome
622,2025-06-01,,9928.34,Customer Account to Advisory Fee Income,FeeIncome
623,2025-06-05,6473.99,,Interest Receivable to Interest Income,InterestAccrual
624,2025-06-05,,6473.99,Interest Receivable to Interest Income,InterestAccrual
625,2025-06-02,17332.53,,Loan Loss Expense to Provision for Loan Losses,Provisioning
626,2025-06-02,,17332.53,Loan Loss Expense to Provision for Loan Losses,Provisioning
627,2025-06-05,5435.05,,Loan Loss Expense to Provision for Loan Losses,Provisioning
628,2025-06-05,,5435.05,Loan Loss Expense to Provision for Loan Losses,Provisioning
629,2025-06-13,12206.0,,Loan Loss Expense to Provision for Loan Losses,Provisioning
630,2025-06-13,,12206.0,Loan Loss Expense to Provision for Loan Losses,Provisioning
631,2025-06-09,9077.64,,Interest Receivable to Interest Income,InterestAccrual
632,2025-06-09,,9077.64,Interest Receivable to Interest Income,InterestAccrual
633,2025-06-15,13305.06,,Interest Receivable to Interest Income,InterestAccrual
634,2025-06-15,,13305.06,Interest Receivable to Interest Income,InterestAccrual
635,2025-06-02,16705.99,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
636,2025-06-02,,16705.99,Credit Card Receivable to Customer Loan Account,PaymentProcessing
637,2025-06-05,4152.53,,Cash on Hand to Customer Deposit Account,CustomerTransaction
638,2025-06-05,,4152.53,Cash on Hand to Customer Deposit Account,CustomerTransaction
639,2025-06-10,15230.2,,Customer Account to Advisory Fee Income,FeeIncome
640,2025-06-10,,15230.2,Customer Account to Advisory Fee Income,FeeIncome
641,2025-06-08,9343.92,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
642,2025-06-08,,9343.92,Credit Card Receivable to Customer Loan Account,PaymentProcessing
643,2025-06-07,6777.73,,Loan Loss Expense to Provision for Loan Losses,Provisioning
644,2025-06-07,,6777.73,Loan Loss Expense to Provision for Loan Losses,Provisioning
645,2025-06-08,10508.97,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
646,2025-06-08,,10508.97,Credit Card Receivable to Customer Loan Account,PaymentProcessing
647,2025-06-01,2528.4,,Trading Securities to Settlement Payable,SecuritiesTrading
648,2025-06-01,,2528.4,Trading Securities to Settlement Payable,SecuritiesTrading
649,2025-06-10,14956.14,,Trading Securities to Settlement Payable,SecuritiesTrading
650,2025-06-10,,14956.14,Trading Securities to Settlement Payable,SecuritiesTrading
651,2025-06-04,1491.43,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
652,2025-06-04,,1491.43,Credit Card Receivable to Customer Loan Account,PaymentProcessing
653,2025-06-10,16883.21,,Loan Loss Expense to Provision for Loan Losses,Provisioning
654,2025-06-10,,16883.21,Loan Loss Expense to Provision for Loan Losses,Provisioning
655,2025-06-13,19064.94,,Customer Account to Advisory Fee Income,FeeIncome
656,2025-06-13,,19064.94,Customer Account to Advisory Fee Income,FeeIncome
657,2025-06-10,16607.0,,Loan Loss Expense to Provision for Loan Losses,Provisioning
658,2025-06-10,,16607.0,Loan Loss Expense to Provision for Loan Losses,Provisioning
659,2025-06-03,15499.07,,Cash on Hand to Customer Deposit Account,CustomerTransaction
660,2025-06-03,,15499.07,Cash on Hand to Customer Deposit Account,CustomerTransaction
661,2025-06-08,10860.31,,Trading Securities to Settlement Payable,SecuritiesTrading
662,2025-06-08,,10860.31,Trading Securities to Settlement Payable,SecuritiesTrading
663,2025-06-10,4448.29,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
664,2025-06-10,,4448.29,Credit Card Receivable to Customer Loan Account,PaymentProcessing
665,2025-06-08,13060.91,,Trading Securities to Settlement Payable,SecuritiesTrading
666,2025-06-08,,13060.91,Trading Securities to Settlement Payable,SecuritiesTrading
667,2025-06-07,9930.2,,Cash on Hand to Customer Deposit Account,CustomerTransaction
668,2025-06-07,,9930.2,Cash on Hand to Customer Deposit Account,CustomerTransaction
669,2025-06-02,7100.11,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
670,2025-06-02,,7100.11,Credit Card Receivable to Customer Loan Account,PaymentProcessing
671,2025-06-12,7266.27,,Interest Receivable to Interest Income,InterestAccrual
672,2025-06-12,,7266.27,Interest Receivable to Interest Income,InterestAccrual
673,2025-06-07,6476.14,,Trading Securities to Settlement Payable,SecuritiesTrading
674,2025-06-07,,6476.14,Trading Securities to Settlement Payable,SecuritiesTrading
675,2025-06-02,1697.25,,Customer Account to Advisory Fee Income,FeeIncome
676,2025-06-02,,1697.25,Customer Account to Advisory Fee Income,FeeIncome
677,2025-06-02,5795.58,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
678,2025-06-02,,5795.58,Credit Card Receivable to Customer Loan Account,PaymentProcessing
679,2025-06-14,17433.3,,Trading Securities to Settlement Payable,SecuritiesTrading
680,2025-06-14,,17433.3,Trading Securities to Settlement Payable,SecuritiesTrading
681,2025-06-09,13495.55,,Cash on Hand to Customer Deposit Account,CustomerTransaction
682,2025-06-09,,13495.55,Cash on Hand to Customer Deposit Account,CustomerTransaction
683,2025-06-04,8851.7,,Trading Securities to Settlement Payable,SecuritiesTrading
684,2025-06-04,,8851.7,Trading Securities to Settlement Payable,SecuritiesTrading
685,2025-06-13,7873.81,,Customer Account to Advisory Fee Income,FeeIncome
686,2025-06-13,,7873.81,Customer Account to Advisory Fee Income,FeeIncome
687,2025-06-13,12882.77,,Trading Securities to Settlement Payable,SecuritiesTrading
688,2025-06-13,,12882.77,Trading Securities to Settlement Payable,SecuritiesTrading
689,2025-06-09,4867.61,,Cash on Hand to Customer Deposit Account,CustomerTransaction
690,2025-06-09,,4867.61,Cash on Hand to Customer Deposit Account,CustomerTransaction
691,2025-06-08,18625.78,,Interest Receivable to Interest Income,InterestAccrual
692,2025-06-08,,18625.78,Interest Receivable to Interest Income,InterestAccrual
693,2025-06-01,10209.52,,Loan Loss Expense to Provision for Loan Losses,Provisioning
